"ID","Name","Area","Region","Geomorphic type","Depth","Depth measurement","Data","aeme_file"
"LID 54672","Wanaka",20434.38,"Otago","Glacial",311,"Measured","Periodic but Sparse","LID54672"
"LID 54730","Rotoiti",3374.81,"Bay of Plenty","Volcanic",101.3,"Measured","Seasonal but Detailed","LID54730"
"LID 54731","Okataina",1074.6,"Bay of Plenty","Volcanic",84.79,"Measured","Seasonal but Detailed","LID54731"
"LID 54732","Tarawera",4122.48,"Bay of Plenty","Volcanic",94.29,"Measured","Seasonal but Detailed","LID54732"
"LID 54733","Rotomahana",903.91,"Bay of Plenty","Volcanic",125.19,"Measured","Seasonal but Detailed","LID54733"
"LID 54734","Taupomoana (Lake Taupo)",61334.89,"Waikato","Volcanic",158,"Measured","Minimal Data","LID54734"
"LID 54735","Manapouri",14233.05,"Southland","Glacial",444,"Measured","Limited and Irregular","LID54735"
"LID 54736","Hawea",15199.27,"Otago","Glacial",384,"Measured","Periodic but Sparse","LID54736"
"LID 54737","Lake Dunstan",2677.6,"Otago","Dam",152.64,"Predicted","Periodic but Sparse","LID54737"
"LID 54738","Lake Sumner",1372.29,"Canterbury","Glacial",134,"Measured","Minimal Data","LID54738"
"LID 54739","Raupo",27.2,"Canterbury","Shoreline",9.23,"Predicted","No data","LID54739"
"LID 54741","Matiri",56.74,"Tasman","Landslide",33.36,"Predicted","No data","LID54741"
"LID 54742","Waituna",1361.76,"Southland","Shoreline",4.27,"Measured","Periodic but Sparse","LID54742"
"OSM 1014557474","OSM 1014557474",25.16,"Otago","Glacial",NA,"Predicted","No data","OSM1014557474"
"OSM 1020968584","OSM 1020968584",52.81,"Southland","Glacial",NA,"Predicted","No data","OSM1020968584"
"OSM 1041285644","OSM 1041285644",17.52,"West Coast","Glacial",NA,"Predicted","No data","OSM1041285644"
"OSM 13262911","OSM 13262911",5.08,"Canterbury","Shoreline",NA,"Predicted","No data","OSM13262911"
"OSM 175152856","OSM 175152856",9.47,"Northland","Riverine",NA,"Predicted","No data","OSM175152856"
"OSM 369049348","Aroarotamahine",10.42,"Bay of Plenty","Aeolian",NA,"Predicted","No data","OSM369049348"
"OSM 369049350","Te Paritu",3.09,"Bay of Plenty","Aeolian",NA,"Predicted","No data","OSM369049350"
"OSM 564848306","Lake Rebekah",13.3,"Canterbury","Riverine",NA,"Predicted","No data","OSM564848306"
"OSM 5716936","Tewa",5.58,"Otago","Glacial",NA,"Predicted","No data","OSM5716936"
"OSM 615670027","Manapoike",33.59,"Hawke's Bay","Riverine",NA,"Predicted","No data","OSM615670027"
"OSM 660859641","OSM 660859641",11.1,"Northland","Aeolian",NA,"Predicted","No data","OSM660859641"
"OSM 660859642","OSM 660859642",18.22,"Northland","Riverine",NA,"Predicted","No data","OSM660859642"
"OSM 660859643","OSM 660859643",17.35,"Northland","Aeolian",NA,"Predicted","No data","OSM660859643"
"OSM 660859644","OSM 660859644",12.48,"Northland","Riverine",NA,"Predicted","No data","OSM660859644"
"OSM 660874701","OSM 660874701",9.44,"Northland","Riverine",NA,"Predicted","No data","OSM660874701"
"OSM 660874850","OSM 660874850",9.06,"Northland","Riverine",NA,"Predicted","No data","OSM660874850"
"OSM 683966386","Hot Acid Lake",7.57,"Bay of Plenty","Riverine",NA,"Predicted","No data","OSM683966386"
"OSM 8846510","Te Iringa",7.65,"Waikato","Riverine",NA,"Predicted","No data","OSM8846510"
"OSM 903969377","OSM 903969377",17.02,"Canterbury","Shoreline",NA,"Predicted","No data","OSM903969377"
"OSM 906389356","OSM 906389356",58.87,"Otago","Glacial",NA,"Predicted","No data","OSM906389356"
"OSM 945679","Pegasus Lake",12.75,"Canterbury","Shoreline",NA,"Predicted","No data","OSM945679"
"OSM 962094153","OSM 962094153",9.82,"Canterbury","Shoreline",NA,"Predicted","No data","OSM962094153"
"L380 01","Moawhitu",34.29,"Marlborough","Shoreline",NA,"Predicted","No data","L38001"
"L380 02","Rototai",0.57,"Tasman","Riverine",NA,"Predicted","No data","L38002"
"WRC 001","Lake Puketirini (Weavers Lake)",NA,"Waikato","Riverine",NA,"Predicted","Minimal Data","WRC001"
"WRC 002","Kohahuake (Lake Parkinson's)",NA,"Waikato","Aeolian",NA,"Predicted","Minimal Data","WRC002"
"WRC 003","Te Otamanui",NA,"Waikato","Riverine",NA,"Predicted","Minimal Data","WRC003"
"WRC 004","Waitamoumou",NA,"Waikato","Shoreline",NA,"Predicted","No data","WRC004"
"WRC 005","Te Kapa",NA,"Waikato","Riverine",NA,"Predicted","No data","WRC005"
"WRC 006","Rotopupu",NA,"Waikato","Aeolian",NA,"Predicted","No data","WRC006"
"WRC 007","Rotoiti",NA,"Waikato","Aeolian",NA,"Predicted","No data","WRC007"
"WRC 008","Hiwiroa",NA,"Waikato","Riverine",NA,"Predicted","No data","WRC008"
"WRC 009","Lake Disappear",NA,"Waikato","Shoreline",NA,"Predicted","No data","WRC009"
"WRC 010","Lake Okoroiri",NA,"Waikato","Riverine",NA,"Predicted","No data","WRC010"
"WRC 011","Lake Koroha",NA,"Waikato","Aeolian",NA,"Predicted","No data","WRC011"
"WRC 012","Lake Piopio",NA,"Waikato","Aeolian",NA,"Predicted","No data","WRC012"
"TAR 001","Ngangana",NA,"Taranaki","Riverine",NA,"Predicted","Minimal Data","TAR001"
"GWRC 001","Ngarara",NA,"Wellington","Shoreline",NA,"Predicted","No data","GWRC001"
"GWRC 002","Turners Lagoon",NA,"Wellington","Riverine",NA,"Predicted","No data","GWRC002"
"GWRC 003","Waimeha",NA,"Wellington","Shoreline",NA,"Predicted","No data","GWRC003"
"TAS 001","Long Plain Road End Sinkhole 1",NA,"Tasman","Glacial",NA,"Predicted","No data","TAS001"
"TAS 002","Long Plain Road End Sinkhole 2",NA,"Tasman","Glacial",NA,"Predicted","No data","TAS002"
"TAS 003","Craigieburn Creek Sinkhole",NA,"Tasman","Glacial",NA,"Predicted","No data","TAS003"
"ECAN_001","Opuha",NA,"Canterbury","Dam",NA,"Predicted","Minimal Data","ECAN001"
"ES 001","Te WaeWae",NA,"Southland","Shoreline",NA,"Predicted","Minimal Data","ES001"
